ID;DNI;MATRICULA;KM_RECORRIDOS;NUMERO_ACELERONES;NUMERO_FRENAZOS;RPM_MEDIA;INICIO;FIN
862;12345678A;3445DKM;138,7237195;4;2;2521;2020-07-29 00:20:35.702;2020-07-29 01:40:56.331
863;12345678A;3445DKM;132,7472263;5;7;2559;2020-07-29 03:56:32.868;2020-07-29 04:10:20.385
864;12345678A;3445DKM;170,9404439;0;1;2711;2020-07-29 09:10:26.911;2020-07-29 10:41:36.669
865;12345678A;1125LLV;191,4254117;3;4;2907;2020-07-29 14:19:59.417;2020-07-29 15:55:28.053
866;87654321V;3445DKM;64,07517024;7;0;2763;2020-07-30 02:12:40.472;2020-07-30 02:43:52.461
867;44678910Y;3445DKM;72,68373317;5;4;2543;2020-07-30 08:03:28.041;2020-07-30 09:19:12.608
868;12345678A;3445DKM;82,22180813;1;2;2533;2020-07-30 15:20:27.215;2020-07-30 17:07:55.052
869;12345678A;5567JJL;15,96210951;3;6;2612;2020-07-31 00:50:47.118;2020-07-31 01:32:30.964
870;87654321V;3445DKM;200,0042904;6;0;3029;2020-07-31 02:52:05.504;2020-07-31 03:23:23.804
871;44678910Y;1125LLV;112,3112371;3;7;2667;2020-07-31 06:04:12.743;2020-07-31 07:07:33.889
872;44678910Y;3445DKM;91,32483152;4;0;2516;2020-07-31 10:41:40.114;2020-07-31 12:37:10.824
873;12345678A;1125LLV;157,3575691;4;5;2614;2020-07-31 21:38:51.202;2020-07-31 23:29:39.198
874;12345678A;5567JJL;85,69087912;3;0;2898;2020-08-01 00:17:58.801;2020-08-01 00:40:26.529
875;87654321V;1125LLV;6,676717977;1;5;2951;2020-08-01 06:05:44.577;2020-08-01 06:37:33.481
876;44678910Y;3445DKM;176,771258;5;6;2637;2020-08-01 11:07:21.111;2020-08-01 11:26:12.782
877;44678910Y;3445DKM;112,3383156;5;2;2724;2020-08-01 19:30:50.046;2020-08-01 20:49:33.682
878;12345678A;5567JJL;48,05570431;5;4;2556;2020-08-02 02:37:33.663;2020-08-02 04:25:56.675
879;12345678A;5567JJL;107,9594252;3;6;3067;2020-08-02 05:49:22.815;2020-08-02 07:34:50.584
880;87654321V;3445DKM;191,1921538;2;2;2997;2020-08-02 11:44:23.438;2020-08-02 12:57:24.001
881;44678910Y;5567JJL;71,50273858;3;7;2957;2020-08-02 18:01:54.929;2020-08-02 19:11:29.110
882;44678910Y;5567JJL;96,62661597;5;2;2964;2020-08-03 04:44:27.141;2020-08-03 06:41:06.570
883;12345678A;3445DKM;23,73595725;7;1;2874;2020-08-03 13:03:29.846;2020-08-03 14:50:10.092
884;12345678A;3445DKM;130,8919776;7;5;2808;2020-08-03 15:26:57.044;2020-08-03 16:02:31.932
885;12345678A;3445DKM;187,2716166;4;7;2802;2020-08-03 17:06:55.544;2020-08-03 18:45:42.429
886;12345678A;1125LLV;9,484849162;6;1;2725;2020-08-03 21:01:34.712;2020-08-03 21:14:53.444
887;12345678A;5567JJL;111,9412444;6;4;2673;2020-08-04 04:19:05.432;2020-08-04 06:09:12.089
888;12345678A;5567JJL;104,7408686;7;0;2726;2020-08-04 11:03:03.814;2020-08-04 11:52:58.030
889;87654321V;3445DKM;186,5589108;5;5;2903;2020-08-04 12:51:13.441;2020-08-04 14:47:57.783
890;44678910Y;5567JJL;52,92080927;2;7;3009;2020-08-04 16:05:52.191;2020-08-04 17:11:08.991
891;44678910Y;5567JJL;124,5992999;2;3;2540;2020-08-05 02:16:19.897;2020-08-05 03:07:01.686
892;12345678A;3445DKM;74,65894654;4;1;2622;2020-08-05 07:16:14.464;2020-08-05 07:27:20.283
893;12345678A;3445DKM;128,5139091;1;6;2928;2020-08-05 11:18:38.048;2020-08-05 12:32:02.841
894;12345678A;3445DKM;116,1468214;4;5;2745;2020-08-05 12:54:13.930;2020-08-05 13:54:21.531
895;12345678A;1125LLV;49,92108874;4;3;2614;2020-08-05 18:35:09.482;2020-08-05 19:13:22.811
896;87654321V;3445DKM;85,75135774;0;4;2936;2020-08-05 22:59:50.051;2020-08-06 00:16:37.541
897;44678910Y;3445DKM;162,5189858;3;6;2629;2020-08-06 09:16:55.093;2020-08-06 09:37:17.944
898;12345678A;3445DKM;23,04305974;6;6;2642;2020-08-06 18:19:39.752;2020-08-06 19:44:57.851
899;12345678A;5567JJL;196,1554822;6;6;2563;2020-08-07 02:01:26.119;2020-08-07 02:06:00.017
900;87654321V;3445DKM;99,88716796;7;6;2609;2020-08-07 12:20:05.734;2020-08-07 13:34:36.091
901;44678910Y;1125LLV;85,53972309;0;7;3086;2020-08-07 15:24:45.035;2020-08-07 17:12:12.471
902;44678910Y;3445DKM;70,36294271;6;2;2737;2020-08-07 23:30:20.477;2020-08-08 00:41:22.097
903;12345678A;1125LLV;6,357843848;5;0;3085;2020-08-08 08:27:23.372;2020-08-08 08:57:24.628
904;12345678A;5567JJL;189,677374;1;0;2877;2020-08-08 16:53:11.924;2020-08-08 17:01:41.506
905;87654321V;1125LLV;123,6459975;3;1;3056;2020-08-08 23:02:04.524;2020-08-09 00:43:16.133
906;44678910Y;3445DKM;114,1620905;2;6;2590;2020-08-09 02:59:07.429;2020-08-09 03:58:38.976
907;44678910Y;3445DKM;155,7745234;2;1;2896;2020-08-09 13:02:18.029;2020-08-09 13:29:32.032
908;12345678A;5567JJL;125,1795433;1;6;2844;2020-08-09 15:22:36.986;2020-08-09 17:08:46.638
909;12345678A;5567JJL;21,78817066;1;6;2595;2020-08-10 01:29:24.163;2020-08-10 03:15:31.163
910;87654321V;3445DKM;68,7145426;1;7;2823;2020-08-10 08:00:12.124;2020-08-10 08:53:10.143
911;44678910Y;5567JJL;84,28829889;2;1;2915;2020-08-10 12:17:26.639;2020-08-10 12:49:09.828
912;44678910Y;5567JJL;116,0872401;5;0;2755;2020-08-10 14:44:51.790;2020-08-10 16:19:12.130
913;12345678A;3445DKM;164,4654635;3;3;2912;2020-08-10 23:44:34.537;2020-08-11 00:11:38.593
914;12345678A;3445DKM;82,06078195;1;2;2874;2020-08-11 06:06:58.890;2020-08-11 06:12:33.224
915;12345678A;3445DKM;116,4771411;2;7;2953;2020-08-11 14:52:13.593;2020-08-11 15:49:43.061
916;12345678A;1125LLV;42,93779478;2;6;2617;2020-08-12 01:01:49.715;2020-08-12 02:36:12.797
917;12345678A;5567JJL;148,1214612;4;4;2758;2020-08-12 12:44:48.392;2020-08-12 13:40:05.119
918;12345678A;5567JJL;107,6983309;7;5;2676;2020-08-12 16:24:04.273;2020-08-12 16:35:49.455
919;87654321V;3445DKM;54,23057353;6;1;2633;2020-08-13 03:09:53.977;2020-08-13 03:42:40.828
920;44678910Y;5567JJL;93,77532376;4;4;2818;2020-08-13 12:31:17.612;2020-08-13 12:35:52.581
921;44678910Y;5567JJL;70,54317577;6;5;2586;2020-08-13 17:48:46.483;2020-08-13 19:05:58.558
922;12345678A;3445DKM;74,32473559;4;5;2563;2020-08-14 01:05:35.638;2020-08-14 01:54:32.503
923;12345678A;3445DKM;67,25646809;4;1;3095;2020-08-14 07:18:28.545;2020-08-14 08:11:07.657
924;12345678A;3445DKM;77,78881549;2;6;2782;2020-08-14 14:55:14.488;2020-08-14 15:08:07.744
925;12345678A;1125LLV;65,05752857;1;0;2577;2020-08-14 17:35:04.419;2020-08-14 17:55:22.130
926;87654321V;3445DKM;170,3944336;2;1;2926;2020-08-14 22:52:15.929;2020-08-15 00:24:20.603
927;44678910Y;3445DKM;176,3286592;4;7;2737;2020-08-15 06:23:45.729;2020-08-15 08:19:07.380
928;12345678A;3445DKM;16,28422456;1;1;2513;2020-08-15 16:28:28.358;2020-08-15 17:27:23.167
929;12345678A;5567JJL;174,4633212;3;3;2867;2020-08-15 22:05:48.377;2020-08-15 22:09:31.111
930;87654321V;3445DKM;197,9459664;5;4;2565;2020-08-16 02:44:53.603;2020-08-16 04:19:38.306
931;44678910Y;1125LLV;95,19490088;5;2;2784;2020-08-16 14:20:16.495;2020-08-16 16:19:16.789
932;44678910Y;3445DKM;170,6409518;4;6;2874;2020-08-16 20:45:00.545;2020-08-16 20:55:08.438
933;12345678A;1125LLV;155,1906359;3;3;2589;2020-08-16 21:01:29.765;2020-08-16 21:16:10.544
934;12345678A;5567JJL;89,60373727;7;7;2938;2020-08-17 08:07:03.363;2020-08-17 09:23:28.078
935;87654321V;1125LLV;109,8023399;5;4;2758;2020-08-17 11:41:15.196;2020-08-17 12:28:45.594
936;44678910Y;3445DKM;35,59105865;3;2;2595;2020-08-17 20:22:52.250;2020-08-17 21:16:02.400
937;44678910Y;3445DKM;103,8576869;4;1;2643;2020-08-18 07:55:02.056;2020-08-18 08:58:13.973
938;12345678A;5567JJL;14,26910138;0;0;2831;2020-08-18 13:08:21.426;2020-08-18 13:58:15.368
939;12345678A;5567JJL;112,9666566;3;1;2857;2020-08-18 15:28:35.475;2020-08-18 16:47:28.234
940;87654321V;3445DKM;100,0674931;7;0;2960;2020-08-18 23:57:20.454;2020-08-19 00:04:22.680
941;44678910Y;5567JJL;153,6753173;4;2;2578;2020-08-19 10:10:07.597;2020-08-19 11:29:02.465
942;44678910Y;5567JJL;134,8340387;5;0;2964;2020-08-19 20:32:50.926;2020-08-19 20:53:02.826
943;12345678A;3445DKM;177,8739482;0;1;2729;2020-08-20 03:14:08.413;2020-08-20 04:20:56.459
944;12345678A;3445DKM;155,4448469;7;6;2975;2020-08-20 12:45:18.274;2020-08-20 13:35:06.702
945;12345678A;3445DKM;70,58395733;1;7;2831;2020-08-20 23:52:48.266;2020-08-21 01:48:45.813
946;12345678A;1125LLV;50,15885575;5;1;2657;2020-08-21 10:24:12.431;2020-08-21 11:56:50.562
947;12345678A;5567JJL;193,6964355;2;4;2957;2020-08-21 17:03:19.296;2020-08-21 19:00:31.898
948;12345678A;5567JJL;38,15640948;0;4;2865;2020-08-21 19:58:52.401;2020-08-21 20:40:18.044
949;87654321V;3445DKM;45,99030764;1;0;3000;2020-08-22 01:49:43.343;2020-08-22 03:33:35.679
950;44678910Y;5567JJL;114,7016064;4;7;2540;2020-08-22 06:50:25.117;2020-08-22 07:49:11.851
951;44678910Y;5567JJL;12,49940492;0;7;2736;2020-08-22 08:51:39.373;2020-08-22 09:22:43.944
952;12345678A;3445DKM;49,36535328;3;1;3002;2020-08-22 10:39:28.457;2020-08-22 11:12:01.425
953;12345678A;3445DKM;2,212995341;2;4;2933;2020-08-22 11:53:44.159;2020-08-22 12:21:49.886
954;12345678A;3445DKM;52,10208732;2;0;2835;2020-08-22 13:11:14.973;2020-08-22 13:52:11.765
955;12345678A;1125LLV;84,96246067;4;2;3032;2020-08-22 15:36:40.572;2020-08-22 16:10:58.245
956;87654321V;3445DKM;35,49390577;5;2;2820;2020-08-23 00:59:11.855;2020-08-23 02:19:54.984
957;44678910Y;3445DKM;92,53712714;3;4;3025;2020-08-23 08:56:39.793;2020-08-23 10:12:39.732
958;12345678A;3445DKM;201,0830722;7;6;2938;2020-08-23 16:13:52.263;2020-08-23 17:33:40.257
959;12345678A;5567JJL;145,9187428;4;4;2687;2020-08-23 21:42:02.430;2020-08-23 23:19:59.808
960;87654321V;3445DKM;117,6952826;6;4;3014;2020-08-24 02:35:03.188;2020-08-24 03:04:23.137
961;44678910Y;1125LLV;48,90397816;6;1;2996;2020-08-24 07:31:46.888;2020-08-24 08:19:46.096
962;44678910Y;3445DKM;66,28148101;0;0;2513;2020-08-24 12:58:43.737;2020-08-24 13:42:05.554
963;12345678A;1125LLV;67,31939829;2;6;2683;2020-08-24 23:51:42.315;2020-08-25 01:41:39.702
964;12345678A;5567JJL;35,24706456;7;4;2860;2020-08-25 12:25:56.920;2020-08-25 14:16:09.978
965;87654321V;1125LLV;177,6009862;7;0;2693;2020-08-25 22:37:08.933;2020-08-25 23:25:26.706
966;44678910Y;3445DKM;155,4032494;1;1;2617;2020-08-26 03:20:22.151;2020-08-26 05:07:43.222
967;44678910Y;3445DKM;84,53919713;2;3;2964;2020-08-26 06:09:20.971;2020-08-26 06:32:20.456
968;12345678A;5567JJL;155,4308223;6;0;2671;2020-08-26 08:22:51.526;2020-08-26 08:44:32.586
969;12345678A;5567JJL;66,44628974;6;0;2509;2020-08-26 17:30:56.847;2020-08-26 19:01:07.379
970;87654321V;3445DKM;85,44828868;7;7;2774;2020-08-27 00:51:45.695;2020-08-27 00:55:54.855
971;44678910Y;5567JJL;123,5226076;2;3;2605;2020-08-27 06:20:39.513;2020-08-27 07:19:11.384
972;44678910Y;5567JJL;189,3502519;1;0;2582;2020-08-27 13:53:42.762;2020-08-27 14:59:39.549
973;12345678A;3445DKM;160,1472719;6;7;2880;2020-08-27 19:07:26.166;2020-08-27 20:36:23.990
974;12345678A;3445DKM;60,49108308;2;1;2588;2020-08-28 03:37:56.466;2020-08-28 05:00:13.553
975;12345678A;3445DKM;166,1193444;5;0;2794;2020-08-28 05:33:05.161;2020-08-28 06:07:55.370
976;12345678A;1125LLV;99,74183376;1;5;2541;2020-08-28 07:50:22.370;2020-08-28 08:26:00.219
977;12345678A;5567JJL;62,04800821;3;6;2528;2020-08-28 13:00:54.769;2020-08-28 13:31:53.559
978;12345678A;5567JJL;158,9012604;2;7;3083;2020-08-28 14:29:17.581;2020-08-28 14:39:57.873
979;87654321V;3445DKM;159,8546586;6;2;2560;2020-08-28 17:16:57.087;2020-08-28 18:46:53.474
980;44678910Y;5567JJL;190,0441829;4;1;2517;2020-08-28 18:57:11.114;2020-08-28 20:30:26.225
981;44678910Y;5567JJL;68,36345455;1;4;2649;2020-08-29 00:01:31.409;2020-08-29 01:04:57.112
982;12345678A;3445DKM;78,96646801;2;2;2718;2020-08-29 05:28:25.292;2020-08-29 05:57:09.998
983;12345678A;3445DKM;126,553306;6;4;2722;2020-08-29 12:54:33.951;2020-08-29 14:48:42.042
984;12345678A;3445DKM;12,01841843;6;5;2729;2020-08-29 15:29:11.764;2020-08-29 16:30:28.670
985;12345678A;1125LLV;64,73878235;6;0;3082;2020-08-29 21:26:10.841;2020-08-29 23:22:25.676
986;87654321V;3445DKM;140,9025516;4;1;2997;2020-08-30 04:22:14.174;2020-08-30 05:02:23.971
987;44678910Y;3445DKM;188,3827122;7;7;3100;2020-08-30 09:21:25.014;2020-08-30 11:09:36.044
988;12345678A;3445DKM;164,8474643;5;2;2732;2020-08-30 15:48:34.115;2020-08-30 17:40:48.947
989;12345678A;5567JJL;55,34903721;6;6;2704;2020-08-31 02:14:45.730;2020-08-31 03:10:13.168
990;87654321V;3445DKM;70,4048364;1;5;2810;2020-08-31 06:11:26.741;2020-08-31 07:52:56.537
991;44678910Y;1125LLV;122,0002139;1;5;2670;2020-08-31 11:54:35.577;2020-08-31 12:07:57.455
992;44678910Y;3445DKM;124,6271261;0;0;2757;2020-08-31 14:29:25.241;2020-08-31 14:49:00.416
993;12345678A;1125LLV;24,7197023;2;7;2757;2020-09-01 00:44:22.316;2020-09-01 01:16:43.263
994;12345678A;5567JJL;65,68004089;4;7;2713;2020-09-01 03:25:15.867;2020-09-01 04:42:53.797
995;87654321V;1125LLV;17,52790263;4;3;2816;2020-09-01 07:43:25.315;2020-09-01 08:15:37.003
996;44678910Y;3445DKM;72,47870462;6;3;2771;2020-09-01 17:09:24.119;2020-09-01 19:00:13.622
997;44678910Y;3445DKM;5,406025651;1;1;2548;2020-09-01 21:41:00.249;2020-09-01 23:18:24.883
998;12345678A;5567JJL;92,71235116;5;2;3021;2020-09-02 07:58:04.179;2020-09-02 09:46:50.215
999;12345678A;5567JJL;32,89286107;3;1;2906;2020-09-02 16:41:35.599;2020-09-02 17:21:28.527
1000;87654321V;3445DKM;166,0871865;3;7;2564;2020-09-02 22:22:01.296;2020-09-02 23:01:31.141
1001;44678910Y;5567JJL;98,19228219;0;1;3050;2020-09-03 08:24:06.500;2020-09-03 08:38:09.713
1002;44678910Y;5567JJL;109,1474949;1;0;2701;2020-09-03 18:20:46.765;2020-09-03 18:31:13.075
1003;12345678A;3445DKM;126,3301779;5;3;3069;2020-09-03 23:13:16.347;2020-09-04 00:10:36.305
1004;12345678A;3445DKM;155,5045716;4;6;3029;2020-09-04 08:00:07.404;2020-09-04 08:35:46.357
1005;12345678A;3445DKM;72,28152612;1;0;2593;2020-09-04 17:24:07.465;2020-09-04 19:07:55.329
1006;12345678A;1125LLV;121,2681642;3;3;2925;2020-09-04 19:14:59.311;2020-09-04 21:06:19.759
1007;12345678A;5567JJL;201,3745272;2;2;2981;2020-09-05 06:13:40.199;2020-09-05 07:15:38.704
1008;12345678A;5567JJL;76,41368105;5;0;3015;2020-09-05 16:50:42.248;2020-09-05 17:01:22.892
1009;87654321V;3445DKM;49,05566779;5;4;2743;2020-09-05 23:07:22.416;2020-09-06 00:46:30.981
1010;44678910Y;5567JJL;89,16147026;0;0;2717;2020-09-06 10:04:31.073;2020-09-06 11:16:09.362
1011;44678910Y;5567JJL;76,22872052;7;2;2773;2020-09-06 11:53:18.684;2020-09-06 12:13:11.851
1012;12345678A;3445DKM;110,7134626;2;4;2608;2020-09-06 22:03:26.330;2020-09-06 23:30:37.033
1013;12345678A;3445DKM;33,0929418;5;5;2790;2020-09-07 05:01:43.802;2020-09-07 06:13:03.187
1014;12345678A;3445DKM;61,61242724;5;7;2933;2020-09-07 11:33:24.270;2020-09-07 12:58:23.352
1015;12345678A;1125LLV;31,47631019;5;0;2755;2020-09-07 21:50:20.686;2020-09-07 23:06:27.792
1016;87654321V;3445DKM;19,0852614;2;2;3068;2020-09-08 06:34:55.720;2020-09-08 08:15:55.971
1017;44678910Y;3445DKM;70,67471125;3;4;2883;2020-09-08 08:18:36.020;2020-09-08 09:53:54.871
1018;12345678A;3445DKM;135,3401607;0;1;2728;2020-09-08 16:25:55.076;2020-09-08 18:13:56.476
1019;12345678A;5567JJL;192,3247865;2;6;3072;2020-09-09 04:02:09.574;2020-09-09 05:56:59.418
1020;87654321V;3445DKM;85,81669863;7;5;2607;2020-09-09 16:40:38.406;2020-09-09 17:53:59.965
1021;44678910Y;1125LLV;72,50702154;1;1;2724;2020-09-09 19:55:25.808;2020-09-09 20:06:05.588
1022;44678910Y;3445DKM;75,96830349;5;3;2896;2020-09-10 04:18:18.434;2020-09-10 05:36:19.180
1023;12345678A;1125LLV;134,0308059;2;1;2907;2020-09-10 08:23:39.196;2020-09-10 09:55:10.806
1024;12345678A;5567JJL;129,3527204;1;1;2895;2020-09-10 16:56:40.364;2020-09-10 17:05:44.075
1025;87654321V;1125LLV;143,8142234;0;1;2626;2020-09-11 02:06:56.529;2020-09-11 04:05:05.275
1026;44678910Y;3445DKM;94,11728839;6;0;2579;2020-09-11 05:27:57.474;2020-09-11 06:09:14.827
1027;44678910Y;3445DKM;113,4939003;4;3;2644;2020-09-11 06:35:14.651;2020-09-11 07:42:44.742
1028;12345678A;5567JJL;182,2022405;2;5;2715;2020-09-11 10:44:28.038;2020-09-11 11:52:21.424
1029;12345678A;5567JJL;20,07909992;6;3;2669;2020-09-11 22:46:30.078;2020-09-12 00:15:08.612
1030;87654321V;3445DKM;110,7202599;5;7;2882;2020-09-12 06:05:24.055;2020-09-12 07:51:31.451
1031;44678910Y;5567JJL;152,465248;0;3;2764;2020-09-12 10:35:38.707;2020-09-12 12:11:54.595
1032;44678910Y;5567JJL;29,0957856;5;6;2815;2020-09-12 17:04:33.817;2020-09-12 18:16:17.111
1033;12345678A;3445DKM;188,9257414;6;4;2895;2020-09-13 04:49:20.545;2020-09-13 06:11:36.213
1034;12345678A;3445DKM;137,1893003;0;2;3024;2020-09-13 08:18:01.302;2020-09-13 09:42:37.840
1035;12345678A;3445DKM;140,0913408;0;1;2971;2020-09-13 17:26:38.755;2020-09-13 19:17:54.901
1036;12345678A;1125LLV;184,9583684;2;3;2912;2020-09-14 02:40:58.994;2020-09-14 03:32:07.864
1037;12345678A;5567JJL;196,6134482;3;2;2654;2020-09-14 09:49:51.917;2020-09-14 10:13:45.736
1038;12345678A;5567JJL;122,9758107;0;2;2566;2020-09-14 13:33:14.711;2020-09-14 13:37:02.424
1039;87654321V;3445DKM;201,8481464;4;1;2534;2020-09-14 23:16:23.407;2020-09-15 00:03:37.369
1040;44678910Y;5567JJL;84,19920475;1;3;2651;2020-09-15 00:25:55.932;2020-09-15 01:51:29.408
1041;44678910Y;5567JJL;171,9521267;4;4;2577;2020-09-15 12:25:08.245;2020-09-15 13:55:33.185
1042;12345678A;3445DKM;82,5577889;0;2;2848;2020-09-15 20:54:29.612;2020-09-15 21:46:57.858
1043;12345678A;3445DKM;190,5373583;2;7;2637;2020-09-16 04:46:10.356;2020-09-16 04:53:08.978
1044;12345678A;3445DKM;174,7973455;0;0;2664;2020-09-16 06:34:38.879;2020-09-16 07:45:08.635
1045;12345678A;1125LLV;62,41673312;4;2;2889;2020-09-16 17:49:45.455;2020-09-16 18:07:14.066
1046;87654321V;3445DKM;89,15140655;6;5;2703;2020-09-17 02:11:56.538;2020-09-17 03:09:18.947
1047;44678910Y;3445DKM;6,109375734;5;2;2522;2020-09-17 06:30:44.443;2020-09-17 08:01:28.688
1048;12345678A;3445DKM;47,82794935;2;1;2896;2020-09-17 10:54:58.291;2020-09-17 11:54:07.252
1049;12345678A;5567JJL;137,7768006;6;3;2878;2020-09-17 21:39:29.242;2020-09-17 21:55:39.856
1050;87654321V;3445DKM;41,76395187;2;6;3049;2020-09-18 04:42:56.436;2020-09-18 06:23:51.674
1051;44678910Y;1125LLV;116,8805479;4;0;2778;2020-09-18 07:09:35.060;2020-09-18 08:37:11.518
1052;44678910Y;3445DKM;116,3000836;3;2;2596;2020-09-18 10:23:28.086;2020-09-18 11:39:33.804
1053;12345678A;1125LLV;184,7164761;5;2;3039;2020-09-18 15:26:53.886;2020-09-18 16:06:14.377
1054;12345678A;5567JJL;83,11677502;2;7;2823;2020-09-18 21:03:19.508;2020-09-18 21:30:20.308
1055;87654321V;1125LLV;4,830987325;4;6;2790;2020-09-18 23:53:22.549;2020-09-19 01:41:33.900
1056;44678910Y;3445DKM;169,1188902;3;0;2949;2020-09-19 10:40:45.195;2020-09-19 11:38:29.192
1057;44678910Y;3445DKM;17,05301159;3;2;2688;2020-09-19 22:06:12.222;2020-09-19 23:15:54.323
1058;12345678A;5567JJL;157,0389426;6;4;2931;2020-09-20 01:56:09.336;2020-09-20 02:57:44.412
1059;12345678A;5567JJL;178,7808735;1;2;2748;2020-09-20 13:23:18.546;2020-09-20 14:56:19.086
1060;87654321V;3445DKM;68,2447637;2;7;2966;2020-09-20 23:54:27.054;2020-09-20 23:56:14.703
1061;44678910Y;5567JJL;28,74868998;1;5;2662;2020-09-21 07:06:08.006;2020-09-21 08:57:29.312
1062;44678910Y;5567JJL;8,32550974;3;0;2609;2020-09-21 15:42:09.217;2020-09-21 17:16:58.021
1063;12345678A;3445DKM;98,31438172;0;0;2848;2020-09-22 00:58:16.837;2020-09-22 02:29:57.398
1064;12345678A;3445DKM;10,10207348;3;3;2717;2020-09-22 05:44:58.229;2020-09-22 07:28:10.650
1065;12345678A;3445DKM;36,41626545;7;5;2505;2020-09-22 17:56:35.805;2020-09-22 19:20:40.155
1066;12345678A;1125LLV;16,25126782;4;4;2719;2020-09-22 23:24:33.004;2020-09-23 01:18:42.405
1067;12345678A;5567JJL;199,767891;6;6;2647;2020-09-23 12:05:18.335;2020-09-23 12:47:39.663
1068;12345678A;5567JJL;185,6838454;3;5;2992;2020-09-23 21:33:44.114;2020-09-23 22:13:27.055
1069;87654321V;3445DKM;24,65749912;6;2;2546;2020-09-24 03:26:04.315;2020-09-24 03:46:27.928
1070;44678910Y;5567JJL;174,0392119;1;6;3081;2020-09-24 11:11:39.644;2020-09-24 11:59:51.254
1071;44678910Y;5567JJL;89,26825406;7;4;2997;2020-09-24 18:57:51.967;2020-09-24 19:08:29.911
1072;12345678A;3445DKM;164,8500987;1;0;3044;2020-09-24 19:55:14.734;2020-09-24 21:26:50.057
1073;12345678A;3445DKM;36,70880277;7;3;2839;2020-09-24 21:51:13.329;2020-09-24 22:44:30.380
1074;12345678A;3445DKM;118,7590072;5;2;2628;2020-09-24 22:52:39.519;2020-09-24 23:04:24.287
1075;12345678A;1125LLV;49,7019694;7;4;2779;2020-09-25 09:51:32.994;2020-09-25 11:05:57.522
1076;87654321V;3445DKM;146,7703373;4;2;2927;2020-09-25 18:00:22.572;2020-09-25 18:23:43.696
1077;44678910Y;3445DKM;146,8126009;6;4;2685;2020-09-26 01:58:09.655;2020-09-26 03:29:37.518
1078;12345678A;3445DKM;111,3764222;6;6;3029;2020-09-26 08:23:26.295;2020-09-26 10:02:51.699
1079;12345678A;5567JJL;24,3026393;1;3;2541;2020-09-26 17:52:06.700;2020-09-26 19:35:11.347
1080;87654321V;3445DKM;140,0524047;0;5;2713;2020-09-27 01:21:22.253;2020-09-27 02:53:03.536
1081;44678910Y;1125LLV;185,0924095;1;0;2761;2020-09-27 06:39:45.900;2020-09-27 07:00:39.499
1082;44678910Y;3445DKM;74,81472275;2;2;3008;2020-09-27 16:23:51.957;2020-09-27 17:10:05.523
1083;12345678A;1125LLV;19,77144123;2;4;2796;2020-09-27 22:19:30.763;2020-09-27 23:02:32.361
1084;12345678A;5567JJL;5,613414333;3;6;2567;2020-09-28 08:11:42.646;2020-09-28 08:51:09.493
1085;87654321V;1125LLV;132,4412515;0;3;3082;2020-09-28 11:11:41.154;2020-09-28 12:50:12.986
1086;44678910Y;3445DKM;52,095207;6;4;2638;2020-09-28 21:32:58.689;2020-09-28 22:47:27.703
1087;44678910Y;3445DKM;121,8258627;6;6;2806;2020-09-29 04:20:03.995;2020-09-29 05:08:51.747
1088;12345678A;5567JJL;66,22377077;3;7;2819;2020-09-29 08:47:57.651;2020-09-29 09:24:19.847
1089;12345678A;5567JJL;14,13277911;5;4;2814;2020-09-29 18:30:37.525;2020-09-29 20:30:07.752
1090;87654321V;3445DKM;109,9137622;7;3;2689;2020-09-29 23:12:19.422;2020-09-29 23:40:13.581
1091;44678910Y;5567JJL;185,1597218;2;3;2722;2020-09-30 01:09:02.091;2020-09-30 02:43:48.671
1092;44678910Y;5567JJL;63,53091668;4;7;2510;2020-09-30 07:44:28.503;2020-09-30 08:50:06.473
1093;12345678A;3445DKM;131,1810298;7;1;2746;2020-09-30 15:47:31.765;2020-09-30 17:42:10.503
1094;12345678A;3445DKM;201,7291366;7;7;3045;2020-10-01 02:52:35.345;2020-10-01 02:56:11.186
1095;12345678A;3445DKM;110,0554021;7;6;2571;2020-10-01 09:17:59.747;2020-10-01 11:12:17.110
1096;12345678A;1125LLV;105,3692463;4;7;2694;2020-10-01 15:46:20.053;2020-10-01 15:51:17.382
1097;12345678A;5567JJL;94,59822183;3;3;2885;2020-10-01 23:16:07.640;2020-10-02 00:09:33.661
1098;12345678A;5567JJL;164,1647167;1;0;2829;2020-10-02 07:57:30.197;2020-10-02 08:16:36.905
1099;87654321V;3445DKM;48,36575668;0;0;2880;2020-10-02 12:59:16.957;2020-10-02 13:57:57.852
1100;44678910Y;5567JJL;184,097897;5;2;2706;2020-10-02 15:52:33.855;2020-10-02 16:33:20.992
1101;44678910Y;5567JJL;187,3982508;1;1;2646;2020-10-03 00:45:08.204;2020-10-03 02:33:33.455
1102;12345678A;3445DKM;93,99059428;6;0;3098;2020-10-03 05:57:59.010;2020-10-03 06:57:15.893
1103;12345678A;3445DKM;173,3489115;1;5;2823;2020-10-03 07:03:14.302;2020-10-03 07:15:53.552
1104;12345678A;3445DKM;168,9837251;3;4;2822;2020-10-03 16:26:41.559;2020-10-03 17:44:49.452
1105;12345678A;1125LLV;180,9534221;7;1;2672;2020-10-03 19:41:51.745;2020-10-03 20:09:22.341
1106;87654321V;3445DKM;169,8997928;6;1;2954;2020-10-04 03:38:40.156;2020-10-04 04:31:31.458
